T,id,x,y,z
531.734,0,0.505,0,0
531.925,0.1001,0.505,0.1001,0
532.116,0.2002,0.505,0.2002,0
532.307,0.3003,0.505,0.3003,0
532.498,0.4004,0.505,0.4004,0
532.689,0.500501,0.505,0.500501,0
532.88,0.600601,0.505,0.600601,0
533.071,0.700701,0.505,0.700701,0
533.261,0.800801,0.505,0.800801,0
533.452,0.900901,0.505,0.900901,0
533.644,1.001,0.505,1.001,0
533.879,1.1011,0.505,1.1011,0
534.115,1.2012,0.505,1.2012,0
534.35,1.3013,0.505,1.3013,0
534.585,1.4014,0.505,1.4014,0
534.821,1.5015,0.505,1.5015,0
535.056,1.6016,0.505,1.6016,0
535.292,1.7017,0.505,1.7017,0
535.527,1.8018,0.505,1.8018,0
535.763,1.9019,0.505,1.9019,0
535.998,2.002,0.505,2.002,0
536.228,2.1021,0.505,2.1021,0
536.457,2.2022,0.505,2.2022,0
536.687,2.3023,0.505,2.3023,0
536.916,2.4024,0.505,2.4024,0
537.146,2.5025,0.505,2.5025,0
537.375,2.6026,0.505,2.6026,0
537.605,2.7027,0.505,2.7027,0
537.834,2.8028,0.505,2.8028,0
538.064,2.9029,0.505,2.9029,0
538.294,3.003,0.505,3.003,0
538.524,3.1031,0.505,3.1031,0
538.754,3.2032,0.505,3.2032,0
538.985,3.3033,0.505,3.3033,0
539.215,3.4034,0.505,3.4034,0
539.446,3.5035,0.505,3.5035,0
539.676,3.6036,0.505,3.6036,0
539.906,3.7037,0.505,3.7037,0
540.137,3.8038,0.505,3.8038,0
540.367,3.9039,0.505,3.9039,0
540.598,4.004,0.505,4.004,0
540.828,4.1041,0.505,4.1041,0
541.058,4.2042,0.505,4.2042,0
541.288,4.3043,0.505,4.3043,0
541.518,4.4044,0.505,4.4044,0
541.748,4.5045,0.505,4.5045,0
541.978,4.6046,0.505,4.6046,0
542.209,4.7047,0.505,4.7047,0
542.439,4.8048,0.505,4.8048,0
542.669,4.9049,0.505,4.9049,0
542.899,5.00501,0.505,5.00501,0
543.129,5.10511,0.505,5.10511,0
543.359,5.20521,0.505,5.20521,0
543.589,5.30531,0.505,5.30531,0
543.818,5.40541,0.505,5.40541,0
544.048,5.50551,0.505,5.50551,0
544.278,5.60561,0.505,5.60561,0
544.508,5.70571,0.505,5.70571,0
544.738,5.80581,0.505,5.80581,0
544.968,5.90591,0.505,5.90591,0
545.198,6.00601,0.505,6.00601,0
545.427,6.10611,0.505,6.10611,0
545.657,6.20621,0.505,6.20621,0
545.886,6.30631,0.505,6.30631,0
546.116,6.40641,0.505,6.40641,0
546.345,6.50651,0.505,6.50651,0
546.575,6.60661,0.505,6.60661,0
546.804,6.70671,0.505,6.70671,0
547.034,6.80681,0.505,6.80681,0
547.263,6.90691,0.505,6.90691,0
547.493,7.00701,0.505,7.00701,0
547.722,7.10711,0.505,7.10711,0
547.951,7.20721,0.505,7.20721,0
548.179,7.30731,0.505,7.30731,0
548.408,7.40741,0.505,7.40741,0
548.637,7.50751,0.505,7.50751,0
548.866,7.60761,0.505,7.60761,0
549.095,7.70771,0.505,7.70771,0
549.324,7.80781,0.505,7.80781,0
549.553,7.90791,0.505,7.90791,0
549.782,8.00801,0.505,8.00801,0
550.01,8.10811,0.505,8.10811,0
550.239,8.20821,0.505,8.20821,0
550.467,8.30831,0.505,8.30831,0
550.695,8.40841,0.505,8.40841,0
550.924,8.50851,0.505,8.50851,0
551.152,8.60861,0.505,8.60861,0
551.38,8.70871,0.505,8.70871,0
551.608,8.80881,0.505,8.80881,0
551.837,8.90891,0.505,8.90891,0
552.065,9.00901,0.505,9.00901,0
