0,144,288,432,576,720,864,1008,1152,1296,1440,1584,1728,1872,2016,2160,2304,2448,2592,2736,2880,3024,3168,3312,3456,3600,3744,3888,4032,4176,4320,4464,4608,4752,4896,5040,5184,5328,5472,5616,5760,5904,6048,6192,6336,6480,6624,6768,6912,7056,7200,7344,7488,7632,7776,7920,8064,8208,8352,8496,8640,8784,8928,9072,9216,9360,9504,9648,9792,9936,10080,10224,10368,10512,10656,10800,10944,11088,11232,11376,11520,11664,11808,11952,12096,12240,12384,12528,12672,12816,12960,13104,13248,13392,13536,13680,13824,13968,14112,14256,14400
580,588.98,598.12,607.31,616.52,625.79,635.08,644.41,653.79,663.21,672.68,682.18,691.73,701.31,710.94,720.61,730.32,740.07,749.87,759.71,769.58,779.5,789.46,799.47,809.53,819.62,829.76,839.94,850.16,860.43,870.74,881.1,891.51,901.96,912.46,923,933.59,944.22,954.9,965.63,976.41,987.23,998.1,1009,1020,1031,1042.1,1053.2,1064.4,1075.6,1086.8,1098.1,1109.5,1120.9,1132.4,1143.9,1155.4,1167,1178.7,1190.4,1202.1,1213.9,1225.7,1237.6,1249.5,1261.5,1273.6,1285.6,1297.7,1309.9,1322.1,1334.3,1346.6,1358.9,1371.3,1381.9,1385.1,1383.7,1384,1384.1,1384.1,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384
