0,144,288,432,576,720,864,1008,1152,1296,1440,1584,1728,1872,2016,2160,2304,2448,2592,2736,2880,3024,3168,3312,3456,3600,3744,3888,4032,4176,4320,4464,4608,4752,4896,5040,5184,5328,5472,5616,5760,5904,6048,6192,6336,6480,6624,6768,6912,7056,7200,7344,7488,7632,7776,7920,8064,8208,8352,8496,8640,8784,8928,9072,9216,9360,9504,9648,9792,9936,10080,10224,10368,10512,10656,10800,10944,11088,11232,11376,11520,11664,11808,11952,12096,12240,12384,12528,12672,12816,12960,13104,13248,13392,13536,13680,13824,13968,14112,14256,14400
580,589.28,598.75,608.34,617.97,627.6,637.23,646.86,656.64,666.5,676.37,686.23,696.09,706.11,716.24,726.37,736.5,746.62,756.83,767.14,777.49,787.9,798.36,808.87,819.43,830.04,840.7,851.42,862.19,873.02,883.9,894.83,905.82,916.86,927.95,939.1,950.3,961.55,972.86,984.24,995.67,1007.2,1018.7,1030.3,1042,1053.7,1065.4,1077.2,1089.1,1101.1,1113.1,1125.1,1137.2,1149.4,1161.6,1173.9,1186.3,1198.6,1211.1,1223.6,1236.2,1248.8,1261.5,1274.2,1287,1299.9,1312.8,1325.8,1338.8,1351.9,1365,1378.2,1391.4,1404.5,1416.2,1427,1433.1,1431.7,1431.8,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9,1431.9
