200,592.7110943,582.8193386
600,618.8827367,588.4991466
1400,672.4504042,599.6904958
2400,741.5934824,613.3200519
3400,813.2050217,626.628447
4400,887.2162301,639.5375219
5400,963.7555488,652.093874
6400,1042.769321,664.4660345
7400,1124.379329,676.3844898
8400,1208.21208,687.9735438
9400,1294.237516,699.4030976
10400,1382.401552,710.3882536
11400,1418.690377,714.7054305
13400,1418.835418,714.7134605
17400,1418.802637,714.7045058
25400,1418.736537,714.686553
41400,1418.604797,714.6506432
73400,1418.343132,714.5788203
137400,1417.81856,714.6222804
265400,1416.813644,714.3402404
521400,1414.924681,713.7836894
1033400,1411.460818,712.6555898
2033400,1405.778827,710.4635697
3033400,1401.331308,708.2750223
4033400,1397.695115,706.457319
5033400,1394.685505,704.3194273
6033400,1392.088857,702.1750233
7033400,1390.034445,700.2562701
8033400,1387.928764,698.1374599
9033400,1386.13148,696.2382579
10033400,1384.468067,694.1337758
11033400,1382.904822,692.0346006
12033400,1381.423631,689.9337096
13033400,1379.983891,688.1940751
14033400,1378.747971,686.110709
15033400,1377.356989,684.0285533
16033400,1375.876006,682.1769253
17033400,1374.482171,680.1082234
18033400,1373.243687,678.254659
19033400,1371.85901,676.1990641
20033400,1370.362181,674.1449559
21033400,1368.857102,672.072878
22033400,1367.387875,670.3820012
23033400,1365.915215,668.3530061
24033400,1364.420223,666.2880466
25033400,1363.168047,664.2048506
26033400,1361.649731,662.4304271
27033400,1359.9984,660.3653648
28033400,1358.47321,658.5886024
29033400,1356.8995,656.5257878
30033400,1355.199942,654.4023603
31033400,1353.599296,652.8897122
32033400,1351.985875,650.8303349
33033400,1350.638616,645.1638104
34033400,1349.334705,646.4405747
35033400,1348.226012,641.6092453
36033400,1347.138981,637.2927311
37033400,1349.341922,637.8581689
37033600,1370.276821,645.5070165
37034000,1370.74437,645.5169673
37034800,1370.753127,645.5170514
37036400,1370.761064,645.5170293
37039600,1370.776889,645.5169841
37046000,1370.808538,645.5168938
37058800,1370.871831,645.5167131
37084400,1370.998397,645.516352
37135600,1371.251445,645.5156308
37238000,1371.757209,645.5141919
37442800,1372.76741,645.5113287
37852400,1374.782531,645.5056601
38671600,1378.791854,645.494553
39671600,1383.64882,645.4814056
40671600,1388.465643,645.4687045
41671600,1393.243133,645.4564441
42671600,1397.982078,645.444619
43671600,1402.683245,645.4332243
44671600,1407.347377,645.4222556
45671600,1411.975196,645.411709
46671600,1416.567406,645.4015807
47671600,1421.124688,645.3918675
48671600,1425.647705,645.3825667
49671600,1430.137101,645.3736758
50671600,1434.593504,645.3651927
51671600,1439.01752,645.3571155
52671600,1443.409742,645.349443
53671600,1447.770745,645.3421742
54671600,1452.101088,645.3353082
55671600,1456.401317,645.328845
56671600,1460.671959,645.3227841
57671600,1464.913531,645.317126
58671600,1469.126534,645.3118715
59671600,1473.311457,645.3070214
60671600,1477.468774,645.3025768
61671600,1481.59895,645.2985394
62671600,1485.702436,645.2949113
63072000,1487.338087,645.2935737
