200,1184.158184,900.6733151
600,641.8395013,592.18782
1400,706.5754544,600.9789517
3000,858.9452074,621.2479103
6200,1189.89107,658.8322973
12600,1698.324529,704.6298486
25400,1691.618388,702.0949673
51000,1690.603367,702.0590122
102200,1688.666739,702.0009934
204600,1684.967353,702.274485
409400,1678.233178,702.0597058
819000,1666.90042,701.6370117
1638200,1650.091858,700.8355803
3276600,1629.161177,699.5734724
6553400,1609.308601,697.3097563
13107000,1596.55118,694.2923846
26214200,1574.412519,666.6876833
32767800,1566.951884,664.9883479
36044600,1584.950617,664.9538499
39321400,1601.011914,660.760489
45875000,1629.061293,653.0721469
52428600,1658.20779,651.1445205
55705400,1676.736111,649.3083826
62259000,1704.333264,647.4951447
63072000,1714.880452,650.7625836
